V1,V2
5.281890000000001, 6.20014
5.578390000000001, 6.5359300000000005
5.91152, 5.97702
5.35677, 6.466660000000001
5.9885600000000005, 4.843190000000001
4.98327, 6.03896
5.5432500000000005, 4.70556
5.17583, 6.146700000000001
5.99185, 6.32598
4.46572, 5.45016
4.44554, 4.989330000000001
4.47084, 6.762150000000001
4.621600000000001, 6.049580000000001
5.07544, 7.17283
5.157920000000001, 6.03615
5.08481, 6.50682
5.28694, 6.053960000000001
5.853230000000001, 5.647460000000001
5.1740900000000005, 6.02486
5.266400000000001, 5.94029
4.42731, 5.24364
4.4458400000000005, 6.826810000000001
4.76576, 7.023560000000001
5.0414900000000005, 6.135470000000001
5.2291300000000005, 6.1252200000000006
4.77252, 5.117170000000001
5.413200000000001, 5.77397
4.60604, 6.12713
5.9499200000000005, 6.26543
5.8265400000000005, 4.986700000000001
4.86484, 5.554340000000001
5.058470000000001, 6.53823
5.2689200000000005, 6.69378
5.65549, 5.52212
5.07094, 6.70237
5.280150000000001, 5.804500000000001
5.047350000000001, 5.42865
5.07366, 5.92328
5.8368400000000005, 5.534230000000001
4.595350000000001, 5.73533
4.52899, 7.15648
4.893870000000001, 5.55203
4.66098, 6.46429
4.83312, 6.869750000000001
6.002120000000001, 5.42358
5.10372, 6.11826
5.19446, 6.522150000000001
5.714090000000001, 7.117660000000001
5.399660000000001, 5.646540000000001
4.341760000000001, 6.2087
5.40289, 5.6059
4.704140000000001, 5.85508
5.943930000000001, 5.07547
5.57387, 6.20417
5.682440000000001, 5.710070000000001
5.74723, 4.81052
5.44674, 6.07976
5.04556, 5.969360000000001
5.25793, 6.498340000000001
5.53017, 5.53882
5.144920000000001, 6.031180000000001
5.3674800000000005, 6.387950000000001
4.997140000000001, 5.736840000000001
5.002540000000001, 5.7914900000000005
4.95371, 5.24303
4.951790000000001, 5.55424
4.9335700000000005, 5.7666
4.88426, 5.68942
5.78366, 6.001880000000001
5.198770000000001, 6.355410000000001
5.065580000000001, 4.84898
5.2644, 6.0098
4.76782, 4.75969
5.10193, 7.400930000000001
5.058050000000001, 5.40908
5.51949, 6.52317
5.6983500000000005, 3.0586100000000003
4.87894, 3.0989400000000002
5.3293800000000005, 3.06366
5.34095, 3.28194
4.8098600000000005, 2.5816000000000003
5.4678700000000005, 3.0353200000000005
4.71821, 2.68222
5.486980000000001, 3.3436600000000003
4.497050000000001, 3.9882700000000004
5.9699100000000005, 2.14371
5.048590000000001, 2.46634
4.9280100000000004, 2.5566600000000004
4.4392700000000005, 2.9465600000000003
5.001340000000001, 2.65648
6.07108, 4.71788
5.333900000000001, 4.022880000000001
5.94744, 3.6803600000000003
5.91819, 3.0241100000000003
5.64182, 2.9295000000000004
5.32772, 2.9561400000000004
5.4955300000000005, 3.26391
5.2911, 2.94532
4.9949, 3.0180900000000004
6.761950000000001, 2.28277
5.019950000000001, 3.3027900000000003
5.0551900000000005, 2.8749700000000002
4.90706, 3.2978400000000003
5.27268, 3.3237300000000003
4.95066, 3.64706
6.08558, 3.0517600000000003
5.33394, 2.9582900000000003
5.3208400000000005, 3.1163800000000004
4.476660000000001, 3.0085100000000002
5.317270000000001, 2.96001
4.86932, 3.8799900000000003
5.5991800000000005, 2.91073
5.26093, 3.1522300000000003
5.29462, 3.06183
5.394310000000001, 3.3993300000000004
5.86115, 2.7057
5.611090000000001, 3.08739
5.396960000000001, 2.9723900000000003
5.4861, 1.81604
4.477110000000001, 3.2804300000000004
5.25539, 1.8878800000000002
6.493530000000001, 2.9714600000000004
4.93179, 3.48266
4.48285, 3.8341100000000004
5.386270000000001, 2.45982
5.776260000000001, 3.0009300000000003
5.99136, 2.8509800000000003
5.80588, 4.70941
5.890630000000001, 2.92592
5.3516900000000005, 3.4716600000000004
4.4225900000000005, 3.51081
5.52676, 3.53201
5.571350000000001, 3.07282
5.47156, 2.7882300000000004
6.489890000000001, 3.19239
5.3854500000000005, 1.0560800000000001
5.362550000000001, 3.8207000000000004
5.38795, 3.0847200000000004
6.887760000000001, 2.9859000000000004
6.048970000000001, 2.99886
5.966670000000001, 2.88877
5.374650000000001, 2.94198
4.843310000000001, 2.9912400000000003
5.654610000000001, 2.23156
4.90282, 3.2626700000000004
6.165590000000001, 3.3812300000000004
5.4017100000000005, 3.0691
5.37262, 2.2582
4.61359, 2.8307700000000002
5.308350000000001, 2.03304
5.335380000000001, 3.1907
5.361940000000001, 2.4496
5.84091, 2.85569
5.6086100000000005, 2.9229600000000002
5.271750000000001, 2.15315
5.354780000000001, 2.94538
5.519900000000001, 3.3489600000000004
5.452640000000001, 3.1902100000000004
5.732060000000001, 3.2767100000000005
5.00889, 2.9559
5.204940000000001, 2.4214800000000003
4.1402600000000005, 2.9907500000000002
5.22811, 2.95182
5.2973300000000005, 2.85169
5.22442, 3.8369800000000005
5.34217, 3.5572200000000005
5.3043000000000005, 3.1121700000000003
5.3106800000000005, 3.3678900000000005
5.7538800000000005, 1.7835800000000002
5.031350000000001, 3.31631
4.825340000000001, 3.7061200000000003
5.49422, 2.3170300000000004
5.421950000000001, 2.9567400000000004
6.837530000000001, 2.4952900000000002
6.03889, 2.34059
6.148790000000001, 2.991
5.66047, 3.7840100000000003
4.849690000000001, 3.5162000000000004
5.654170000000001, 3.0515700000000003
5.39702, 2.32974
4.9294, 2.1936
5.295100000000001, 2.87347
5.124280000000001, 3.0824200000000004
5.28214, 2.6618500000000003
5.31277, 3.3498500000000004
6.346120000000001, 3.57541
5.42633, 2.6687700000000003
5.642830000000001, 3.1151500000000003
5.2328600000000005, 4.16925
5.382680000000001, 2.9598700000000004
5.2253300000000005, 1.63402
6.197220000000001, 3.4354700000000005
5.465210000000001, 3.2969600000000003
4.999420000000001, 1.88515
5.458170000000001, 3.3866500000000004
5.35074, 4.337700000000001
5.337630000000001, 2.8986
6.86472, 3.32736
6.4563500000000005, 2.98103
5.952050000000001, 3.62969
6.3613100000000005, 3.3650800000000003
5.276470000000001, 2.8654800000000002
5.59517, 3.2659700000000003
5.20044, 2.30193
5.208080000000001, 2.9921300000000004
5.37581, 2.9238700000000004
5.416910000000001, 0.95884
6.368360000000001, 3.4250700000000003
5.2167, 2.70133
5.67928, 2.59953
6.154280000000001, 2.3962000000000003
4.36605, 2.8180400000000003
5.64784, 2.8725600000000004
5.6629700000000005, 1.87989
5.33351, 3.5212200000000005
6.095070000000001, 3.7802300000000004
4.53287, 4.240900000000001
4.22255, 1.7959600000000002
4.8821, 2.78173
5.272080000000001, 2.9669600000000003
5.33457, 2.9564800000000004
5.80581, 2.6166400000000003
5.3309500000000005, 2.9073800000000003
6.546970000000001, 1.44045
6.849380000000001, 2.6104000000000003
5.7118, 3.06305
5.3288, 2.95365
5.05703, 3.01345
5.235600000000001, 3.0653900000000003
4.94118, 4.0074700000000005
5.475460000000001, 2.17023
6.16933, 3.9338300000000004
4.155060000000001, 1.9822400000000002
4.88534, 3.01792
5.31599, 3.03546
5.10379, 2.6257300000000003
5.20593, 4.02733
5.52878, 3.1976600000000004
5.32894, 2.9651500000000004
4.957330000000001, 3.3942300000000003
5.816470000000001, 3.5073200000000004
4.896820000000001, 3.7682300000000004
6.47473, 3.0348900000000003
5.63884, 2.8302
5.403860000000001, 3.48293
4.9587200000000005, 2.18426
5.0061, 3.7611900000000005
5.985500000000001, 3.9180800000000002
3.6861200000000003, 3.3149
4.6128, 3.7250300000000003
5.402150000000001, 2.2903100000000003
4.35839, 2.7658
5.218310000000001, 2.9414200000000004
6.60355, 3.1464600000000003
4.91898, 2.67762
5.27118, 2.93053
5.35139, 3.9961100000000003
5.527690000000001, 3.1329800000000003
5.28063, 3.6638400000000004
5.69449, 2.64961
5.470750000000001, 3.031
4.98186, 3.04211
4.88591, 2.9075800000000003
5.4126900000000004, 2.9690000000000003
5.636550000000001, 2.4742800000000003
5.915710000000001, 3.48966
5.483960000000001, 1.2582600000000002
5.996860000000001, 3.1090000000000004
4.44592, 2.47418
5.241630000000001, 2.43683
5.32371, 2.9028500000000004
5.4763, 3.3722100000000004
6.329630000000001, 4.568650000000001
5.547890000000001, 3.21219
5.248360000000001, 3.93047
5.35956, 3.3379100000000004
5.6279200000000005, 4.3436200000000005
5.836040000000001, 3.09859
6.24073, 3.7362900000000003
6.142670000000001, 2.5182300000000004
4.3476300000000005, 2.89781
5.72836, 2.1028800000000003
4.852550000000001, 3.5662000000000003
4.663620000000001, 2.80073
5.193320000000001, 2.9075400000000005
6.318270000000001, 3.1433000000000004
5.03934, 2.90512
5.3610500000000005, 2.2505200000000003
5.486470000000001, 2.9427000000000003
5.16251, 3.8762000000000003
5.12642, 2.9050200000000004
5.37178, 2.8976800000000003
5.62513, 2.4551100000000003
6.10437, 3.1190300000000004
4.36488, 3.8229200000000003
6.22508, 3.13736
5.6394, 3.3932200000000003
6.295310000000001, 2.83631
4.89433, 3.3189900000000003
5.63815, 3.2555300000000003
4.83882, 3.6542100000000004
4.98939, 2.37815
3.4404800000000004, 2.6555500000000003
5.49643, 2.9647900000000003
4.82375, 3.44287
3.9282600000000003, 1.4309100000000001
6.20514, 2.94905
6.13367, 2.65499
5.61324, 2.72806
6.343610000000001, 2.7646
5.182840000000001, 2.9657500000000003
5.265720000000001, 2.91968
5.1240000000000006, 3.38371
4.98955, 2.89386
3.9582800000000002, 2.1207000000000003
6.035340000000001, 3.0723000000000003
5.396780000000001, 3.17944
5.4774400000000005, 2.17903
3.4139000000000004, 1.7074900000000002
4.34482, 3.02028
5.36941, 2.31171
5.70112, 3.07256
3.97352, 4.1298200000000005
5.333880000000001, 2.96437
4.7647200000000005, 2.9912
5.36378, 3.2857000000000003
5.19545, 3.69431
5.30046, 2.8431
4.04084, 4.0772
5.28127, 2.7545800000000003
5.35946, 3.1518900000000003
6.386970000000001, 3.0671600000000003
5.47681, 2.33013
5.823880000000001, 3.1300000000000003
3.89787, 1.9786100000000002
5.14456, 2.8934800000000003
5.519150000000001, 2.9382300000000003
5.589600000000001, 3.0068900000000003
5.23353, 3.19429
5.303330000000001, 2.6527000000000003
5.362050000000001, 2.8779800000000004
4.83126, 3.4264500000000004
5.853770000000001, 3.3376400000000004
5.79703, 1.36583
4.47325, 3.4921900000000003
5.141850000000001, 3.3730200000000004
5.480840000000001, 2.02488
5.43529, 2.64577
6.056080000000001, 2.80993
5.32875, 2.9520700000000004
5.06041, 3.0466900000000003
6.192410000000001, 3.20947
5.12187, 4.0795200000000005
4.78925, 2.81896
5.51123, 1.8387700000000002
5.63506, 2.45901
5.37664, 2.22608
5.615220000000001, 3.1399800000000004
5.10526, 3.2572500000000004
5.4907, 2.27118
5.14531, 2.47092
6.007560000000001, 3.0908700000000002
6.0223, 1.26147
4.66134, 4.55217
5.085050000000001, 4.30546
5.2079200000000005, 2.93439
4.9225, 4.039470000000001
5.67156, 3.23051
6.10479, 3.1453800000000003
5.37582, 2.46686
5.298660000000001, 2.7545900000000003
5.18398, 3.8917300000000004
4.39219, 3.0576900000000005
7.55752, 3.3531100000000005
5.5333000000000006, 3.2039400000000002
5.33907, 2.89515
5.469790000000001, 2.99981
5.209720000000001, 2.9483400000000004
4.808450000000001, 3.84812
6.17386, 2.66256
5.48048, 2.7432100000000004
3.8769000000000005, 2.65578
3.93136, 3.02875
5.33757, 2.9088000000000003
5.362450000000001, 2.20478
5.2859300000000005, 2.9407200000000002
6.47942, 3.95074
5.157970000000001, 4.48174
4.10194, 2.77834
4.7669500000000005, 3.82107
5.643120000000001, 2.05721
5.49342, 4.113090000000001
5.82131, 3.0001
5.97907, 2.60427
5.08117, 3.9104500000000004
4.641850000000001, 2.8648700000000002
5.24685, 3.1066200000000004
2.6440400000000004, 3.5729800000000003
2.2642, 3.4764500000000003
3.0158400000000003, 4.84701
2.2838600000000002, 3.4757000000000002
2.95514, 4.420730000000001
1.1923700000000002, 3.1562900000000003
2.86222, 3.7609600000000003
2.2455700000000003, 3.5752800000000002
2.29653, 3.46884
2.2794000000000003, 2.42348
2.17536, 3.61207
1.6629800000000001, 2.1728
2.3223800000000003, 3.4993300000000005
2.27348, 3.56313
3.2888900000000003, 3.52611
2.2232700000000003, 3.4748500000000004
2.4670900000000002, 3.1695900000000004
2.7307300000000003, 2.99054
2.86106, 3.62861
2.20529, 3.65323
2.56074, 3.0993100000000005
2.64793, 3.60923
2.3019000000000003, 4.16636
2.2964200000000003, 3.3881300000000003
2.66563, 3.2426100000000004
2.05058, 3.72663
2.56929, 3.3792400000000002
1.8464500000000001, 3.49901
2.38926, 3.37428
2.1379, 2.1920900000000003
1.9816200000000002, 4.44339
2.7133200000000004, 2.03534
2.54057, 2.72621
2.36011, 3.50191
2.2305, 3.9769300000000003
1.9632, 2.5884400000000003
1.88508, 3.7173100000000003
2.5164000000000004, 3.1087700000000003
1.9709800000000002, 3.9077400000000004
2.7920100000000003, 3.07552
2.28641, 3.46369
2.32463, 2.0752
2.15408, 3.53411
1.9769900000000002, 3.25673
2.25535, 3.47488
2.23118, 3.44592
2.2726, 3.7248400000000004
2.2380400000000003, 3.19104
2.7637300000000002, 3.2037600000000004
1.26293, 4.62324
2.57723, 3.38206
1.96419, 3.9796000000000005
2.5665500000000003, 3.8676700000000004
2.1176700000000004, 3.47459
2.33935, 4.084350000000001
2.1943300000000003, 3.4384300000000003
3.2848900000000003, 3.6209800000000003
2.16764, 3.3641300000000003
2.83787, 3.4556000000000004
2.06122, 3.4213500000000003
3.0864100000000003, 3.18672
1.91063, 3.4094
2.2047700000000003, 2.15001
1.93117, 3.5563400000000005
2.33582, 3.39645
2.9879000000000002, 3.07365
2.5477200000000004, 3.2503900000000003
1.9913900000000002, 2.46625
2.3210100000000002, 3.64618
1.6555700000000002, 3.44125
2.00291, 3.5045300000000004
2.7900400000000003, 3.7777000000000003
1.36579, 4.2666
1.78574, 3.41671
3.48964, 2.6156800000000002
1.7637500000000002, 3.1054800000000005
2.2514600000000002, 3.43352
2.189, 3.9433300000000004
1.74178, 3.4624200000000003
1.89209, 3.68298
2.13526, 3.5151100000000004
2.7833200000000002, 3.69892
1.24967, 3.7417200000000004
1.45106, 3.5639300000000005
2.63702, 3.49555
2.4235700000000002, 2.8157900000000002
1.96507, 3.0259400000000003
2.3539800000000004, 2.5657900000000002
1.7970300000000001, 3.29666
2.5213300000000003, 3.3683600000000005
2.121, 3.4513300000000005
3.5786700000000002, 2.55601
2.6899300000000004, 1.7785700000000002
1.9074200000000001, 3.59153
2.72039, 3.3305000000000002
2.3517900000000003, 3.1939800000000003
2.20373, 3.6123700000000003
2.0725700000000002, 3.4350500000000004
2.6134500000000003, 3.4509900000000004
2.48217, 2.6686
2.19286, 2.92775
2.78913, 3.52104
1.8072100000000002, 3.7154000000000003
2.3405400000000003, 3.42531
2.19462, 3.31808
1.8621100000000002, 2.7041700000000004
3.3346400000000003, 3.32046
2.1948700000000003, 2.93942
1.9828400000000002, 3.6054200000000005
2.6315700000000004, 4.14996
2.09979, 3.2679700000000005
2.19674, 2.81849
2.4125, 3.6098800000000004
2.51982, 3.46274
2.9510600000000005, 3.2815200000000004
2.4444600000000003, 4.39979
2.44463, 3.5654100000000004
2.57104, 2.66224
2.4530800000000004, 3.5262300000000004
2.26561, 3.4757200000000004
2.1465400000000003, 3.46206
1.8485000000000003, 2.9274400000000003
2.76187, 2.0180900000000004
2.33299, 3.7231600000000005
2.5285300000000004, 3.42369
1.40876, 3.0097300000000002
3.29348, 5.07857
2.6672700000000003, 2.81807
3.08196, 3.7186500000000002
2.6180700000000003, 3.7900400000000003
2.30552, 3.4165900000000002
2.55093, 4.23038
2.16082, 3.6916700000000002
2.43297, 3.5773900000000003
2.45365, 3.5538200000000004
2.3376300000000003, 3.45373
1.83136, 4.33352
1.85146, 3.29672
2.27834, 3.4186300000000003
2.1992000000000003, 3.46857
2.4828400000000004, 2.75787
2.1961700000000004, 2.8899500000000002
1.9694500000000001, 3.55289
1.88942, 3.5491800000000002
2.2932300000000003, 3.5018000000000002
1.9010900000000002, 2.8200900000000004
2.2219, 3.0857500000000004
2.4656900000000004, 3.45039
2.36282, 3.28486
2.42028, 3.4599
2.2235500000000004, 3.44824
2.02963, 4.17895
1.93128, 3.4875100000000003
2.06077, 3.1818600000000004
2.33449, 3.01155
2.00034, 3.28033
2.2292, 3.8143000000000002
1.4978900000000002, 2.4355200000000004
2.09926, 3.9760400000000002
2.31481, 5.00405
2.4675900000000004, 3.9006800000000004
2.67004, 3.10665
2.49073, 4.3903300000000005
3.2347300000000003, 2.9139500000000003
2.2018500000000003, 4.82077
2.71943, 3.0058300000000004
2.33985, 3.6644
2.29253, 3.49235
1.82539, 2.90559
2.0150300000000003, 4.288880000000001
2.19956, 2.65701
2.38634, 3.2827800000000003
2.78852, 3.27923
1.5988300000000002, 3.2242100000000002
2.68982, 3.8167000000000004
2.7460500000000003, 3.40965
2.69363, 4.04277
2.36795, 3.7781200000000004
3.1666100000000004, 4.17975
2.26372, 3.88051
2.35961, 3.4411000000000005
2.2145400000000004, 3.4447500000000004
2.01847, 4.51764
2.0653300000000003, 3.2891800000000004
2.1977, 3.1305600000000005
1.7805000000000002, 2.67605
1.9922800000000003, 2.7781000000000002
2.0645800000000003, 3.56138
2.7247700000000004, 4.02275
1.8352000000000002, 3.71884
2.7813100000000004, 3.3221700000000003
2.34411, 3.5728400000000002
1.01408, 3.21457
2.23793, 3.46327
2.4557200000000003, 3.7561000000000004
2.0972, 3.56137
1.1616300000000002, 3.3087100000000005
2.8012300000000003, 3.31964
2.28901, 3.5178200000000004
2.29632, 3.5205
2.29522, 3.5020300000000004
2.34737, 3.3002200000000004
2.9938300000000004, 2.9214900000000004
2.4142, 3.1460000000000004
2.15708, 3.3753400000000005
2.7993200000000003, 3.35916
2.0450600000000003, 2.69686
2.45255, 3.7032700000000003
2.28996, 3.41481
3.6358900000000003, 3.5758600000000005
2.1753, 3.4105100000000004
3.6394900000000003, 3.3285400000000003
2.33596, 3.6213900000000003
2.30453, 3.10245
2.08073, 3.8406400000000005
2.36598, 3.3293600000000003
2.6086600000000004, 2.6675400000000002
2.45465, 4.20584
3.10774, 3.8040400000000005
1.9797000000000002, 4.14038
2.44794, 3.0035600000000002
2.35774, 3.5207900000000003
2.7738600000000004, 3.0918500000000004
2.2742600000000004, 3.5856500000000002
2.9268300000000003, 4.45089
1.96815, 4.414840000000001
2.32317, 3.3070600000000003
1.0569000000000002, 3.5807700000000002
1.52044, 3.3116800000000004
2.2854300000000003, 3.4686000000000003
3.12535, 3.1533
2.23088, 2.70467
2.1168, 3.6520200000000003
2.24392, 3.46788
2.28304, 3.7682400000000005
1.9071600000000002, 4.11597
3.1448300000000002, 4.16009
2.7995300000000003, 3.2234900000000004
2.3940200000000003, 3.5464300000000004
1.77669, 3.2716000000000003
2.49445, 3.6154400000000004
1.3218200000000002, 3.8531500000000003
1.9780300000000002, 3.4422400000000004
2.47759, 4.2456700000000005
2.29862, 3.5885700000000003
2.27572, 2.88255
2.3918600000000003, 3.3932300000000004
2.09836, 3.4698700000000002
2.4293500000000003, 3.42404
2.2266700000000004, 2.96327
2.58815, 3.38749
1.6511500000000001, 3.22507
2.2779100000000003, 3.4702200000000003
2.3892800000000003, 3.28262
1.7376200000000002, 3.0933
2.2354100000000003, 3.6427700000000005
2.0082400000000002, 3.6723200000000005
1.6351300000000002, 3.63078
2.4702900000000003, 4.90336
2.3486700000000003, 4.03744
2.17593, 2.8289500000000003
2.2872500000000002, 3.4699700000000004
1.9253000000000002, 3.0937300000000003
1.7784200000000001, 3.2927600000000004
1.9890100000000002, 3.4553800000000003
2.2767700000000004, 5.27817
1.02316, 3.7023200000000003
2.27672, 2.9747700000000004
2.3221000000000003, 3.4079400000000004
2.7021100000000002, 4.083080000000001
2.3454, 3.6172000000000004
2.2554700000000003, 2.7076900000000004
2.25752, 3.4690300000000005
2.59073, 2.1051300000000004
3.0749400000000002, 2.81474
2.6996, 3.5392900000000003
2.1850400000000003, 2.70228
2.59911, 3.994
2.38239, 2.7984000000000004
2.4445200000000002, 3.3010800000000002
1.7956, 2.59579
2.01153, 3.21376
2.33531, 3.1322
3.15974, 3.10747
2.716, 3.23443
2.3048300000000004, 3.4701600000000004
2.33063, 3.7183100000000002
2.01771, 3.34785
1.6974500000000001, 3.4689
2.4636500000000003, 3.4721200000000003
2.6765000000000003, 3.3230000000000004
2.28105, 3.6134700000000004
2.19299, 3.7284900000000003
1.9796000000000002, 2.6778500000000003
2.22005, 3.0827700000000005
2.26786, 3.3420400000000003
1.58102, 3.47643
1.9894600000000002, 3.1583900000000003
1.21432, 2.41527
2.8933600000000004, 4.28782
2.02569, 3.9166000000000003
2.6533100000000003, 3.77856
2.3254300000000003, 3.3796000000000004
2.20787, 3.4192500000000003
2.5433100000000004, 3.44749
2.0706800000000003, 3.3795800000000003
2.32141, 3.47122
2.83075, 3.5711000000000004
2.3210800000000003, 3.43102
1.9732300000000003, 3.18977
2.29156, 3.50225
1.82468, 3.48573
2.7257000000000002, 2.5356300000000003
3.2593500000000004, 4.302700000000001
1.5749600000000001, 3.7518300000000004
1.9029600000000002, 3.9580200000000003
3.9783600000000003, 4.51809
4.65078, 3.80683
4.19895, 3.9728600000000003
5.1349800000000005, 4.209370000000001
4.13875, 3.7819400000000005
4.442010000000001, 4.063020000000001
5.55299, 3.78527
4.4736, 3.7688400000000004
4.09126, 3.86981
4.34534, 3.89408
5.129460000000001, 3.8175700000000004
